City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,kaele,10.1092,14.4508,35.12,10,0,3.88,CM,1701875687
286,vallenar,-28.5708,-70.7581,26.89,26,0,3.01,CL,1701875687
287,ghanzi,-21.5667,21.7833,37.67,12,72,4.11,BW,1701875688
288,xichang,27.8964,102.2634,7.96,90,78,1.09,CN,1701875688
289,tibati,6.4667,12.6333,31.39,26,89,2.14,CM,1701875688
290,kapuskasing,49.4169,-82.4331,-10.0,92,75,1.03,CA,1701875689
291,skelleftea,64.7507,20.9528,-15.8,92,75,2.06,SE,1701875689
292,taltal,-25.4,-70.4833,19.33,68,6,2.92,CL,1701875509
293,taulaga,-11.0553,-171.0883,28.4,80,89,7.38,AS,1701875689
294,st. john's,47.5649,-52.7093,-0.96,81,75,9.26,CA,1701875690
295,chasong,41.4608,126.6414,-6.45,96,75,1.14,KP,1701875690
296,kailua-kona,19.6406,-155.9956,25.33,84,0,2.57,US,1701875508
297,ryotsu-minato,38.0833,138.4333,12.22,64,100,4.5,JP,1701875690
298,thames,-37.1333,175.5333,14.69,87,100,3.26,NZ,1701875691
299,luderitz,-26.6481,15.1594,20.85,70,2,8.29,NA,1701875691
300,tromso,69.6496,18.957,-3.99,63,0,4.12,NO,1701875692
301,nili,33.7218,66.1302,7.65,24,0,0.73,AF,1701875692
302,la punta,-33.1837,-66.3127,23.9,29,9,4.72,AR,1701875692
303,gurupi,-11.7292,-49.0686,37.41,29,93,3.2,BR,1701875692
304,cowra,-33.8333,148.6833,22.38,35,59,1.74,AU,1701875693
305,queenstown,-31.8976,26.8753,14.43,85,100,3.54,ZA,1701875494
306,laminusa,5.5549,120.9136,28.16,77,100,3.14,PH,1701875693
307,natal,-5.795,-35.2094,31.36,55,40,6.17,BR,1701875677
308,isangel,-19.55,169.2667,23.95,82,100,5.36,VU,1701875694
309,payakumbuh,-0.2202,100.6308,21.78,95,94,0.68,ID,1701875694
310,alofi,-19.0595,-169.9187,25.76,80,99,7.3,NU,1701875695
311,palikir - national government center,6.9248,158.1611,27.74,81,87,8.24,FM,1701875695
312,pacocha,-17.5833,-71.3333,22.08,68,0,6.17,PE,1701875695
313,juegang,32.3174,121.1855,8.3,58,0,0.55,CN,1701875695
314,nizhneudinsk,54.9076,99.0276,-17.15,97,100,3.1,RU,1701875696
315,lerwick,60.1545,-1.1494,5.0,70,83,4.68,GB,1701875696
316,lucas,41.6501,-83.6666,1.98,84,100,3.09,US,1701875509
317,aiquile,-18.2041,-65.1807,25.26,41,20,2.9,BO,1701875696
318,usinsk,65.9939,57.5281,-34.4,99,55,1.34,RU,1701875697
319,wotho,10.1657,166.0102,27.61,70,51,9.51,MH,1701875697
320,masvingo,-20.0637,30.8277,30.3,22,4,6.81,ZW,1701875697
321,kurchatov,51.6601,35.6521,-4.77,96,96,3.41,RU,1701875698
322,homer,59.6425,-151.5483,0.93,69,75,0.0,US,1701875440
323,languyan,5.2618,120.0807,26.77,86,100,3.48,PH,1701875698
324,palangkaraya,-2.2,113.8333,24.46,97,100,1.11,ID,1701875698
325,ostersund,63.1792,14.6357,-19.75,84,100,0.0,SE,1701875699
326,nouadhibou,20.931,-17.0347,26.99,44,100,2.57,MR,1701875699
327,vila velha,-20.3297,-40.2925,30.97,70,20,7.2,BR,1701875699
328,zamora,-4.0692,-78.9567,28.58,78,100,1.57,EC,1701875700
329,akureyri,65.6835,-18.0878,-16.04,85,0,1.54,IS,1701875700
330,karratha,-20.7377,116.8463,28.46,68,5,5.42,AU,1701875700
331,codajas,-3.8367,-62.0569,34.6,42,57,2.33,BR,1701875700
332,berezovo,63.9381,65.0419,-32.52,91,86,2.15,RU,1701875701
333,porto novo,6.4965,2.6036,30.9,58,41,4.83,BJ,1701875701
334,kingston,17.997,-76.7936,31.25,65,1,0.45,JM,1701875641
335,egilsstadir,65.2653,-14.3948,-12.05,92,75,1.54,IS,1701875703
336,malango,-2.9627,119.9001,20.95,97,100,1.04,ID,1701875703
337,moshi,-3.35,37.3333,24.99,76,93,3.26,TZ,1701875704
338,magadan,59.5667,150.8,-18.61,67,100,5.93,RU,1701875706
339,boguchany,58.3814,97.4531,-31.19,93,100,3.13,RU,1701875707
340,cabo san lucas,22.8909,-109.9124,23.06,69,40,3.6,MX,1701875574
341,campos altos,-19.6961,-46.1714,29.62,47,53,2.7,BR,1701875708
342,laojunmiao,39.8333,97.7333,2.71,21,11,3.33,CN,1701875709
343,mokopane,-24.1944,29.0097,28.17,37,20,6.79,ZA,1701875709
344,kismayo,-0.3582,42.5454,28.04,72,60,4.51,SO,1701875710
345,manado,1.487,124.8455,25.43,94,40,2.06,ID,1701875710
346,san vicente de chucuri,6.881,-73.4098,27.65,65,85,1.24,CO,1701875711
347,veraval,20.9,70.3667,26.9,64,88,1.58,IN,1701875711
348,san pedro,14.35,121.0167,27.95,87,75,1.54,PH,1701875712
349,ilave,-16.0833,-69.6667,15.31,47,100,3.83,PE,1701875712
350,thinadhoo,0.5333,72.9333,28.04,80,76,3.46,MV,1701875712
351,murakami,38.2333,139.4833,8.68,76,100,2.43,JP,1701875713
352,eyl,7.9803,49.8164,25.78,69,97,11.02,SO,1701875713
353,grahamstown,-33.3042,26.5328,16.64,78,100,9.95,ZA,1701875714
354,alesund,62.4723,6.1549,1.53,64,20,5.14,NO,1701875715
355,ujae,8.9322,165.7642,28.08,71,80,9.75,MH,1701875715
356,huron,41.1501,-82.5499,1.1,85,67,4.34,US,1701875716
357,labytnangi,66.6572,66.4183,-29.43,100,92,0.6,RU,1701875716
358,emerald,-23.5333,148.1667,22.97,75,0,5.95,AU,1701875717
359,sanford,28.8006,-81.2731,17.1,57,0,5.14,US,1701875418
360,acarau,-2.8856,-40.12,31.93,56,16,9.53,BR,1701875717
361,ad dabbah,18.05,30.95,27.79,13,33,5.77,SD,1701875718
362,pathein,16.7833,94.7333,25.22,82,19,1.74,MM,1701875687
363,maxixe,-23.8597,35.3472,26.44,55,9,6.61,MZ,1701875719
364,motueka,-41.1333,173.0167,13.39,80,12,3.04,NZ,1701875719
365,plesetsk,62.708,40.2916,-18.44,96,100,1.38,RU,1701875719
366,nova vicosa,-17.8919,-39.3719,29.44,60,33,5.24,BR,1701875510
367,embarcacion,-23.209,-64.096,29.3,49,96,1.3,AR,1701875720
368,ivins,37.1686,-113.6794,1.62,45,0,2.66,US,1701875721
369,grants pass,42.439,-123.3284,10.69,96,100,1.54,US,1701875715
370,puerto deseado,-47.7503,-65.8938,14.23,54,0,9.26,AR,1701875497
371,mulanje,-16.0316,35.5,30.53,40,45,3.94,MW,1701875722
372,al bawiti,28.3492,28.8659,18.85,42,1,3.92,EG,1701875723
373,rosporden,47.9667,-3.8333,10.78,74,100,5.63,FR,1701875723
374,yuzhno-kurilsk,44.0306,145.8556,7.43,84,86,2.54,RU,1701875724
375,susuman,62.7833,148.1667,-49.45,99,73,0.45,RU,1701875724
376,morehead city,34.7229,-76.726,11.0,85,0,6.69,US,1701875703
377,rodolfo sanchez taboada,31.7167,-116.5667,17.22,43,0,1.09,MX,1701875725
378,hameenkyro,61.6391,23.1953,-5.46,96,100,2.17,FI,1701875726
379,illizi,26.4833,8.4667,25.66,9,100,4.79,DZ,1701875726
380,pangoa,-12.1167,-73.0,28.54,53,45,1.78,PE,1701875727
381,troitskaya,43.3056,44.9789,3.98,83,100,2.68,RU,1701875727
382,taroudant,30.4703,-8.877,22.35,49,100,2.58,MA,1701875728
383,aasiaat,68.7098,-52.8699,-11.92,73,90,7.36,GL,1701875728
384,puerto armuelles,8.2833,-82.8667,29.99,68,53,1.34,PA,1701875728
385,boa vista,2.8197,-60.6733,28.99,65,75,3.6,BR,1701875664
386,nuku'alofa,-21.1333,-175.2,22.19,94,20,0.51,TO,1701875729
387,prado,-17.3411,-39.2208,29.18,60,12,4.5,BR,1701875566
388,san rafael del yuma,18.4299,-68.6739,29.11,65,5,3.72,DO,1701875730
389,edmundston,47.3737,-68.3251,-9.37,79,0,2.57,CA,1701875563
390,tazovsky,67.4667,78.7,-35.7,99,29,2.5,RU,1701875731
391,mendi,-6.1761,143.6513,12.85,98,81,1.02,PG,1701875731
392,colac,-38.3333,143.5833,10.65,81,77,0.56,AU,1701875732
393,greymouth,-42.4667,171.2,11.41,93,100,1.89,NZ,1701875732
394,akita,39.7167,140.1167,8.92,79,100,5.36,JP,1701875732
395,fort mcmurray,56.7268,-111.381,1.66,73,0,4.29,CA,1701875511
396,loango,-4.6719,11.8312,27.6,74,37,4.48,CG,1701875733
397,sulak,43.2734,47.5146,5.63,78,100,11.88,RU,1701875733
398,lota,-37.0833,-73.1667,18.4,62,7,2.81,CL,1701875507
399,new norfolk,-42.7826,147.0587,11.72,93,38,1.39,AU,1701875734
400,esquel,-42.9,-71.3167,17.98,48,88,2.66,AR,1701875734
401,akrehamn,59.2667,5.1833,3.01,80,20,4.63,NO,1701875735
402,klotze,52.6167,11.1667,2.34,99,100,2.48,DE,1701875735
403,muang phonsavan,19.45,103.2167,16.0,98,100,1.46,LA,1701875736
404,el calafate,-50.3408,-72.2768,13.08,38,0,4.89,AR,1701875736
405,independence,39.0911,-94.4155,2.85,85,0,4.63,US,1701875736
406,kupang,-10.1667,123.5833,26.32,100,83,2.06,ID,1701875702
407,cabedelo,-6.9811,-34.8339,31.37,58,1,6.23,BR,1701875661
408,figuig (centre),32.1089,-1.2286,19.86,32,0,4.17,MA,1701875738
409,haiku-pauwela,20.9219,-156.3051,23.91,80,0,7.72,US,1701875697
410,mersa matruh,31.3525,27.2453,19.59,47,3,6.18,EG,1701875738
411,luwuk,-0.9516,122.7875,25.68,89,100,1.38,ID,1701875739
412,serik,36.9169,31.0989,15.37,82,100,0.99,TR,1701875740
413,maintirano,-18.0667,44.0167,28.48,72,65,7.12,MG,1701875740
414,parabel',58.6978,81.4825,-24.49,87,100,6.26,RU,1701875740
415,balakhta,55.38,91.6,-16.83,97,100,5.34,RU,1701875741
416,olyokminsk,60.3736,120.4264,-44.0,100,94,0.32,RU,1701875741
417,metkovic,43.0542,17.6483,11.26,86,88,1.29,HR,1701875741
418,kapiri mposhi,-13.9652,28.6809,29.82,23,85,3.21,ZM,1701875742
419,mineros,-17.1167,-63.2333,32.81,46,98,5.41,BO,1701875475
420,san luis de la loma,17.2706,-100.8939,27.29,65,100,1.28,MX,1701875742
421,tulun,54.5611,100.5792,-17.89,97,100,3.19,RU,1701875743
422,prince rupert,54.3161,-130.3201,6.83,87,100,6.69,CA,1701875743
423,belyy yar,53.6039,91.3903,-5.06,100,100,3.0,RU,1701875743
424,copala,16.65,-98.9833,27.37,67,100,1.24,MX,1701875744
425,tokar,18.4254,37.729,28.66,58,66,6.88,SD,1701875744
426,palmas,-10.2128,-48.3603,31.93,66,20,3.6,BR,1701875208
427,bamboo flat,11.7,92.7167,25.05,100,75,1.03,IN,1701875744
428,along,28.1667,94.7667,15.38,67,47,0.98,IN,1701875745
429,mount pearl,47.5166,-52.7813,-1.42,82,75,9.26,CA,1701875745
430,mutsu,41.2894,141.2169,7.13,88,97,2.08,JP,1701875745
431,n'zeto,-7.2312,12.8666,28.48,67,95,5.0,AO,1701875746
432,ichchapuram,19.1167,84.7,21.59,90,100,3.96,IN,1701875746
433,sapele,5.8941,5.6767,32.93,47,95,2.35,NG,1701875746
434,kavaratti,10.5669,72.642,28.21,64,50,1.57,IN,1701875747
435,northam,51.0333,-4.2167,9.25,87,98,7.55,GB,1701875747
436,paloncha,17.6,80.6833,20.7,96,98,0.67,IN,1701875747
437,saint-francois,46.4154,3.9054,5.92,88,100,2.06,FR,1701875747
438,bonthe,7.5264,-12.505,30.34,64,3,5.59,SL,1701875748
439,nyala,12.05,24.8833,31.2,11,2,4.85,SD,1701875748
440,angaur state,6.906,134.13,28.7,75,35,3.72,PW,1701875748
441,sola,-13.8833,167.55,26.43,82,100,6.79,VU,1701875749
442,kasongo,-4.45,26.6667,25.97,81,14,1.54,CD,1701875749
443,taoudenni,22.6783,-3.9836,26.81,8,100,2.36,ML,1701875749
444,kilju,40.9642,129.3278,1.38,81,71,1.78,KP,1701875749
445,mikhaylovskoye,51.8239,79.7172,-7.0,76,100,8.7,RU,1701875750
446,tyukhtet,56.5389,89.3011,-19.73,96,100,7.53,RU,1701875750
447,oban,56.4127,-5.4706,3.95,65,0,6.69,GB,1701875750
448,djibo,14.1022,-1.6306,35.43,9,5,4.09,BF,1701875466
449,bafoulabe,13.8065,-10.8321,36.91,8,78,1.37,ML,1701875751
450,mburucuya,-28.0454,-58.2245,29.53,69,41,3.91,AR,1701875751
451,itamaraca,-7.7478,-34.8256,30.03,54,2,4.3,BR,1701875751
452,padang,-0.9492,100.3543,26.03,83,95,1.06,ID,1701875752
453,el granada,37.5027,-122.4694,13.81,93,100,7.72,US,1701875752
454,daru,-9.0763,143.2092,26.16,86,86,3.26,PG,1701875752
455,vung tau,10.346,107.0843,26.38,85,13,8.27,VN,1701875752
456,nadym,65.5333,72.5167,-39.61,100,20,2.82,RU,1701875753
457,vilyuysk,63.7553,121.6247,-42.22,98,87,2.24,RU,1701875753
458,bulawayo,-20.15,28.5833,32.2,19,21,7.96,ZW,1701875753
459,jamaame,0.0697,42.745,27.96,71,92,3.77,SO,1701875754
460,skeldon,5.8833,-57.1333,25.02,91,98,3.13,GY,1701875754
461,miracema do tocantins,-9.5618,-48.3967,36.7,32,67,3.28,BR,1701875754
462,nantucket,41.2835,-70.0995,3.08,78,90,7.67,US,1701875754
463,ulundi,-28.3352,31.4162,17.74,94,100,1.28,ZA,1701875755
464,ranikhet,29.65,79.4167,7.11,63,0,1.3,IN,1701875755
465,chita,52.0333,113.55,-25.02,76,14,1.0,RU,1701875716
466,shalqar,47.8333,59.6,-3.43,51,4,4.86,KZ,1701875756
467,nakhon si thammarat,8.25,100.0,24.59,94,31,1.63,TH,1701875482
468,alo,7.4178,6.7371,36.45,28,15,0.36,NG,1701875756
469,umm ruwaba,12.9061,31.2158,31.14,13,81,4.77,SD,1701875756
470,waingapu,-9.6567,120.2641,27.89,82,100,0.73,ID,1701875757
471,tekman,39.6436,41.5078,0.95,99,100,1.48,TR,1701875757
472,hassi messaoud,31.6804,6.0729,21.78,25,82,4.19,DZ,1701875757
473,cuernavaca,18.9167,-99.25,19.06,70,100,0.45,MX,1701875758
474,patnanungan,14.7833,122.1833,26.82,79,57,3.19,PH,1701875758
475,uribia,11.7139,-72.266,30.32,58,17,10.13,CO,1701875758
476,east london,-33.0153,27.9116,18.52,88,75,5.14,ZA,1701875711
477,yarmouth,41.7057,-70.2286,3.08,82,100,9.39,US,1701875759
478,ljungby,56.8332,13.9408,0.23,84,100,5.16,SE,1701875570
479,lompoc,34.6391,-120.4579,10.88,72,0,1.54,US,1701875760
480,pandan,14.0453,124.1694,25.93,82,73,3.35,PH,1701875723
481,coalcoman de vazquez pallares,18.7833,-103.15,22.3,61,99,1.48,MX,1701875760
482,balezino,57.9796,53.0106,-29.68,100,19,1.11,RU,1701875761
483,orapa,-21.2833,25.3667,38.59,13,71,4.54,BW,1701875718
484,nanping,26.645,118.1736,11.34,79,0,0.96,CN,1701875762
485,puerto el triunfo,13.2833,-88.55,30.51,58,4,1.51,SV,1701875762
486,horsham,51.064,-0.3272,7.08,86,20,2.06,GB,1701875763
487,vila franca do campo,37.7167,-25.4333,20.23,99,100,9.14,PT,1701875763
488,freetown,8.484,-13.2299,29.32,66,0,4.72,SL,1701875763
489,quatre cocos,-20.2078,57.7625,27.06,80,46,3.35,MU,1701875764
490,nelson bay,-32.7167,152.15,21.11,95,5,1.79,AU,1701875764
491,huarmey,-10.0681,-78.1522,22.42,75,77,5.21,PE,1701875765
492,yeppoon,-23.1333,150.7333,21.88,69,0,5.33,AU,1701875765
493,fish town,5.1964,-7.8756,30.74,54,49,1.42,LR,1701875765
494,igarka,67.4667,86.5833,-33.97,92,36,4.18,RU,1701875761
495,oranjemund,-28.55,16.4333,20.24,76,14,5.13,NA,1701875766
496,khovd,48.0056,91.6419,1.39,50,98,4.97,MN,1701875766
497,guangyuan,32.442,105.823,9.77,58,0,0.97,CN,1701875767
498,kizel,59.0471,57.6477,-27.89,100,97,0.97,RU,1701875767
499,itaituba,-4.2761,-55.9836,32.09,58,40,4.63,BR,1701875768
500,rawai,7.7797,98.3253,30.55,68,38,4.26,TH,1701875768
501,north bondi,-33.8824,151.2769,20.17,84,64,2.57,AU,1701875769
502,puerto ayacucho,5.6639,-67.6236,32.47,51,19,1.59,VE,1701875769
503,richards bay,-28.783,32.0377,21.72,75,100,2.76,ZA,1701875769
504,suva,-18.1416,178.4415,23.71,94,40,1.03,FJ,1701875745
505,kaedi,16.1465,-13.5047,34.96,9,14,3.55,MR,1701875770
506,funafuti,-8.5243,179.1942,30.0,79,75,4.63,TV,1701875771
507,markala,13.7021,-6.0659,35.54,8,0,2.93,ML,1701875771
508,karachi,24.9056,67.0822,19.9,30,0,2.06,PK,1701875771
509,nahiyat ash shinafiyah,31.5874,44.6602,22.03,20,19,5.02,IQ,1701875772
510,praia da vitoria,38.7333,-27.0667,20.14,88,75,9.04,PT,1701875772
511,brisas de zicatela,15.8369,-97.0419,28.29,69,40,2.57,MX,1701875773
512,alpine,32.835,-116.7664,17.04,46,0,2.58,US,1701875773
513,turpan,42.9333,89.1667,3.41,41,99,0.22,CN,1701875773
514,jinchang,38.4953,102.1739,4.61,16,0,1.83,CN,1701875774
515,diego de almagro,-26.3667,-70.05,26.19,16,0,4.21,CL,1701875774
516,lesina,41.8594,15.3527,11.48,70,100,3.6,IT,1701875775
517,shimoda,34.6667,138.95,8.95,64,100,2.75,JP,1701875775
518,pasuquin,18.3328,120.6177,25.97,83,75,5.66,PH,1701875775
519,portage la prairie,49.9728,-98.2926,4.05,75,75,5.66,CA,1701875776
520,roma,43.2128,-75.4557,-0.51,81,100,2.68,US,1701875776
521,katabu,-4.9333,122.5167,25.74,88,85,1.18,ID,1701875777
522,tughyl,47.7252,84.2063,1.3,78,60,5.5,KZ,1701875777
523,nanpiao,41.0982,120.7479,-0.91,29,98,0.85,CN,1701875778
524,oum hadjer,13.2954,19.6966,34.68,11,6,2.92,TD,1701875778
525,flin flon,54.7682,-101.865,-5.09,93,20,3.6,CA,1701875778
526,mar del plata,-38.0023,-57.5575,19.35,90,100,5.66,AR,1701875779
527,rusape,-18.5278,32.1284,29.57,22,2,5.05,ZW,1701875779
528,sariwon,38.5072,125.7558,1.65,57,10,6.26,KP,1701875737
529,de aar,-30.6497,24.0123,30.78,14,84,6.29,ZA,1701875780
530,trenggalek,-8.05,111.7167,24.27,91,70,0.63,ID,1701875780
531,constitucion,-35.3333,-72.4167,18.39,61,4,3.77,CL,1701875781
532,trairi,-3.2778,-39.2689,31.92,50,14,7.49,BR,1701875689
533,urengoy,65.9667,78.3667,-35.87,96,6,3.24,RU,1701875782
534,singkil,-7.9855,111.4161,24.9,88,47,1.85,ID,1701875782
535,santa cruz,-17.8,-63.1667,31.03,51,40,10.29,BO,1701875783
536,kone,-21.0595,164.8658,24.49,71,100,2.34,NC,1701875783
537,antsiranana,-12.2787,49.2917,26.36,76,91,4.18,MG,1701875784
538,irece,-11.3042,-41.8558,32.04,28,3,7.79,BR,1701875784
539,durango,24.8333,-104.8333,11.25,55,100,0.64,MX,1701875522
540,cockburn town,21.4612,-71.1419,26.74,74,4,6.11,TC,1701875761
541,thunder bay,48.4001,-89.3168,-3.05,80,100,1.03,CA,1701875680
542,severo-yeniseyskiy,60.3725,93.0408,-41.35,100,70,1.79,RU,1701875786
543,sarmiento,-45.5882,-69.07,20.28,37,0,1.95,AR,1701875786
544,aripuana,-9.1667,-60.6333,37.4,32,59,0.76,BR,1701875787
545,darlowo,54.421,16.4107,-1.63,84,100,6.05,PL,1701875787
546,langsa,4.4683,97.9683,24.79,96,100,1.26,ID,1701875788
547,chiroqchi,39.0336,66.5722,11.76,32,46,1.47,UZ,1701875618
548,kayunga,0.7025,32.8886,23.75,70,93,0.69,UG,1701875788
549,dunedin,-45.8742,170.5036,10.45,78,0,5.87,NZ,1701875789
550,jincheng,35.5022,112.8328,6.98,28,0,0.6,CN,1701875789
551,akom ii,2.7833,10.5667,25.83,81,100,0.99,CM,1701875790
552,gadzhiyevo,69.2551,33.3362,-16.66,98,87,3.94,RU,1701875790
553,lamu,-2.2717,40.902,27.7,81,98,4.2,KE,1701875791
554,tobelo,1.7284,128.0095,26.74,83,85,2.43,ID,1701875791
555,sianow,54.2265,16.2913,-1.13,85,100,4.44,PL,1701875791
556,sandnessjoen,66.0217,12.6316,0.23,80,75,6.69,NO,1701875792
557,south hedland,-20.4089,118.5983,26.96,89,6,0.0,AU,1701875792
558,colonia,50.9333,6.95,6.57,84,75,2.57,DE,1701875642
559,rimavska sobota,48.3828,20.0224,1.78,99,100,0.85,SK,1701875793
560,tabuk,17.4189,121.4443,23.11,96,61,1.91,PH,1701875793
561,burang,30.25,81.1667,-12.0,78,3,1.81,CN,1701875536
562,al qutayfah,33.7385,36.6007,12.9,63,0,3.94,SY,1701875794
563,myrtle beach,33.6891,-78.8867,12.28,64,0,8.23,US,1701875795
564,umred,20.85,79.3333,20.16,93,100,5.11,IN,1701875795
565,salekhard,66.53,66.6019,-30.75,100,93,0.35,RU,1701875796
566,mogocha,53.7333,119.7667,-26.68,95,81,1.84,RU,1701875797
567,mudanjiang,44.5833,129.6,-10.64,87,23,1.5,CN,1701875797
568,sinop,41.7711,34.8709,8.69,81,24,2.07,TR,1701875797
569,usogorsk,63.4106,48.6872,-26.3,99,17,0.44,RU,1701875798
570,aparecida,-22.8469,-45.2297,30.1,54,75,2.06,BR,1701875798
571,sandakan,5.8402,118.1179,26.82,94,20,0.51,MY,1701875798
572,oberlin,41.2939,-82.2174,1.95,84,100,2.24,US,1701875583
